iter	Passed	Remaining
403	9668	14263
404	9692	14239
405	9716	14215
406	9739	14190
407	9762	14164
408	9785	14139
409	9809	14115
410	9833	14092
411	9858	14069
412	9882	14046
413	9906	14022
414	9929	13996
415	9952	13971
416	9976	13948
417	10002	13926
418	10026	13902
419	10048	13877
420	10072	13852
421	10096	13828
422	10122	13807
423	10146	13783
424	10168	13757
425	10192	13733
426	10215	13708
427	10239	13684
428	10262	13659
429	10285	13634
430	10310	13611
431	10335	13589
432	10358	13563
433	10381	13538
434	10404	13513
435	10427	13489
436	10451	13464
437	10475	13440
438	10498	13416
439	10528	13399
440	10552	13375
441	10575	13351
442	10598	13326
443	10623	13302
444	10646	13278
445	10670	13254
446	10694	13230
447	10717	13205
448	10741	13181
449	10764	13157
450	10789	13134
451	10812	13108
452	10835	13084
453	10859	13060
454	10882	13035
455	10905	13010
456	10929	12986
457	10953	12962
458	10976	12937
459	10999	12912
460	11022	12887
461	11045	12862
462	11068	12837
463	11092	12814
464	11116	12790
465	11140	12766
466	11164	12742
467	11187	12717
468	11211	12693
469	11235	12670
470	11259	12646
471	11283	12622
472	11308	12599
473	11333	12576
474	11355	12550
475	11379	12527
476	11402	12502
477	11428	12480
478	11451	12456
479	11475	12431
480	11498	12407
481	11522	12383
482	11545	12358
483	11569	12334
484	11592	12310
485	11615	12284
486	11639	12261
487	11662	12236
488	11687	12213
489	11710	12188
490	11735	12165
491	11758	12140
492	11782	12116
493	11805	12091
494	11830	12069
495	11855	12046
496	11880	12024
497	11906	12002
498	11931	11978
499	11955	11955
500	11979	11931
501	12005	11909
502	12031	11887
503	12058	11867
504	12084	11845
505	12109	11822
506	12132	11797
507	12156	11774
508	12181	11750
509	12205	11727
510	12229	11703
511	12254	11679
512	12278	11656
513	12301	11631
514	12324	11606
515	12348	11582
516	12371	11558
517	12394	11533
518	12418	11509
519	12441	11484
520	12464	11459
521	12487	11435
522	12512	11412
523	12535	11386
524	12562	11365
525	12586	11342
526	12609	11317
527	12633	11293
528	12658	11270
529	12681	11246
530	12706	11222
531	12731	11199
532	12754	11175
533	12778	11151
534	12802	11127
535	12827	11104
536	12850	11079
537	12874	11056
538	12898	11031
539	12922	11008
540	12946	10984
541	12970	10960
542	12994	10936
543	13019	10913
544	13044	10890
545	13070	10867
546	13093	10843
547	13116	10818
548	13140	10794
549	13163	10770
550	13187	10746
551	13213	10723
552	13237	10700
553	13261	10676
554	13284	10651
555	13308	10628
556	13336	10606
557	13359	10582
558	13382	10557
559	13406	10533
560	13429	10508
561	13453	10484
562	13477	10461
563	13501	10437
564	13527	10415
565	13551	10390
566	13574	10366
567	13599	10343
568	13621	10318
569	13647	10295
570	13671	10271
571	13696	10248
572	13721	10225
573	13746	10201
574	13770	10178
575	13793	10153
576	13818	10130
577	13841	10105
578	13864	10081
579	13890	10058
580	13915	10035
581	13938	10010
582	13962	9986
583	13986	9962
584	14008	9937
585	14033	9914
586	14057	9890
587	14081	9866
588	14106	9843
589	14130	9819
590	14155	9796
591	14179	9772
592	14202	9748
593	14225	9723
594	14249	9699
595	14272	9674
596	14295	9650
597	14318	9625
598	14341	9601
599	14365	9577
600	14388	9552
601	14412	9528
602	14437	9505
603	14461	9481
604	14485	9457
605	14508	9432
606	14532	9409
607	14557	9385
608	14583	9362
609	14608	9339
610	14633	9316
611	14656	9291
612	14679	9267
613	14703	9243
614	14727	9219
615	14750	9195
616	14774	9171
617	14798	9147
618	14821	9122
619	14845	9098
620	14868	9074
621	14892	9050
622	14915	9026
623	14941	9003
624	14965	8979
625	14989	8955
626	15012	8930
627	15035	8906
628	15060	8882
629	15084	8859
630	15108	8835
631	15130	8810
632	15153	8785
633	15176	8761
634	15200	8737
635	15223	8712
636	15246	8688
637	15269	8663
638	15293	8639
639	15316	8615
640	15340	8591
641	15364	8567
642	15390	8544
643	15414	8520
644	15437	8496
645	15461	8472
646	15484	8448
647	15508	8424
648	15532	8400
649	15556	8376
650	15580	8352
651	15603	8328
652	15627	8304
653	15651	8280
654	15678	8258
655	15703	8234
656	15727	8211
657	15752	8187
658	15776	8163
659	15799	8139
660	15824	8115
661	15848	8092
662	15872	8068
663	15897	8044
664	15921	8020
665	15945	7996
666	15969	7972
667	15993	7948
668	16018	7925
669	16042	7901
670	16066	7877
671	16089	7853
672	16113	7829
673	16138	7805
674	16161	7781
675	16185	7757
676	16208	7732
677	16232	7709
678	16255	7684
679	16279	7660
680	16302	7636
681	16325	7612
682	16350	7588
683	16373	7564
684	16398	7540
685	16420	7516
686	16444	7492
687	16467	7467
688	16491	7443
689	16515	7420
690	16539	7396
691	16563	7372
692	16587	7348
693	16610	7323
694	16635	7300
695	16660	7276
696	16684	7252
697	16706	7228
698	16731	7204
699	16754	7180
700	16777	7156
701	16802	7132
702	16825	7108
703	16848	7084
704	16874	7060
705	16897	7036
706	16921	7012
707	16944	6988
708	16968	6964
709	16990	6939
710	17014	6915
711	17037	6891
712	17061	6867
713	17084	6843
714	17107	6818
715	17131	6795
716	17155	6771
717	17179	6747
718	17204	6723
719	17228	6699
720	17251	6675
721	17275	6651
722	17299	6627
723	17321	6603
724	17346	6579
725	17368	6555
726	17394	6531
727	17417	6507
728	17441	6483
729	17464	6459
730	17487	6435
731	17512	6411
732	17538	6388
733	17562	6364
734	17586	6340
735	17609	6316
736	17634	6292
737	17659	6269
738	17682	6245
739	17707	6221
740	17731	6197
741	17755	6173
742	17781	6150
743	17806	6126
744	17831	6103
745	17855	6079
746	17879	6055
747	17902	6031
748	17926	6007
749	17951	5983
750	17976	5960
751	18000	5936
752	18023	5911
753	18047	5888
754	18073	5865
755	18097	5840
756	18123	5817
757	18145	5793
758	18168	5768
759	18193	5745
760	18216	5720
761	18239	5696
762	18264	5673
763	18289	5649
764	18313	5625
765	18336	5601
766	18360	5577
767	18383	5553
768	18406	5529
769	18429	5504
770	18453	5481
771	18477	5457
772	18500	5432
773	18525	5409
774	18550	5385
775	18574	5361
776	18597	5337
777	18621	5313
778	18645	5289
779	18670	5265
780	18696	5242
781	18720	5218
782	18744	5194
783	18768	5170
784	18792	5147
785	18816	5123
786	18841	5099
787	18866	5075
788	18890	5051
789	18914	5028
790	18939	5004
791	18962	4980
792	18985	4955
793	19011	4932
794	19035	4908
795	19059	4884
796	19083	4860
797	19106	4836
798	19129	4812
799	19154	4788
800	19179	4764
801	19203	4740
802	19227	4717
803	19251	4693
804	19274	4669
805	19298	4645
806	19322	4621
807	19348	4597
808	19372	4573
809	19397	4549
810	19420	4525
811	19444	4501
812	19469	4478
813	19493	4454
814	19519	4430
815	19545	4407
816	19569	4383
817	19594	4359
818	19618	4335
819	19640	4311
820	19664	4287
821	19688	4263
822	19712	4239
823	19736	4215
824	19760	4191
825	19783	4167
826	19807	4143
827	19832	4119
828	19856	4095
829	19880	4071
830	19903	4047
831	19927	4023
832	19951	3999
833	19975	3975
834	19998	3951
835	20022	3927
836	20046	3903
837	20069	3879
838	20093	3855
839	20117	3831
840	20142	3808
841	20167	3784
842	20191	3760
843	20215	3736
844	20240	3712
845	20263	3688
846	20289	3665
847	20313	3641
848	20337	3617
849	20362	3593
850	20385	3569
851	20410	3545
852	20433	3521
853	20456	3497
854	20480	3473
855	20503	3449
856	20526	3425
857	20551	3401
858	20576	3377
859	20600	3353
860	20624	3329
861	20648	3305
862	20672	3281
863	20696	3257
864	20723	3234
865	20746	3210
866	20771	3186
867	20796	3162
868	20821	3138
869	20846	3115
870	20870	3091
871	20894	3067
872	20918	3043
873	20941	3018
874	20965	2995
875	20990	2971
876	21014	2947
877	21037	2923
878	21061	2899
879	21086	2875
880	21109	2851
881	21134	2827
882	21157	2803
883	21182	2779
884	21206	2755
885	21231	2731
886	21255	2707
887	21279	2683
888	21302	2659
889	21326	2635
890	21352	2612
891	21377	2588
892	21400	2564
893	21424	2540
894	21448	2516
895	21473	2492
896	21495	2468
897	21521	2444
898	21548	2420
899	21573	2397
900	21597	2373
901	21620	2348
902	21644	2324
903	21668	2301
904	21693	2277
905	21720	2253
906	21748	2230
907	21774	2206
908	21798	2182
909	21825	2158
910	21851	2134
911	21875	2110
912	21901	2087
913	21930	2063
914	21957	2039
915	21982	2015
916	22007	1991
917	22032	1968
918	22056	1944
919	22080	1920
920	22104	1896
921	22128	1872
922	22151	1847
923	22175	1823
924	22202	1800
925	22227	1776
926	22250	1752
927	22275	1728
928	22303	1704
929	22336	1681
930	22368	1657
931	22397	1634
932	22433	1610
933	22466	1587
934	22497	1563
935	22532	1540
936	22563	1517
937	22605	1494
938	22637	1470
939	22665	1446
940	22692	1422
941	22717	1398
942	22741	1374
943	22767	1350
944	22795	1326
945	22825	1302
946	22860	1279
947	22899	1256
948	22938	1232
949	22975	1209
950	23012	1185
951	23043	1161
952	23071	1137
953	23101	1113
954	23128	1089
955	23152	1065
956	23177	1041
957	23200	1017
958	23225	992
959	23249	968
960	23280	944
961	23311	920
962	23344	896
963	23376	872
964	23406	848
965	23437	824
966	23470	800
967	23499	776
968	23524	752
969	23550	728
970	23576	704
971	23600	679
972	23625	655
973	23649	631
974	23675	607
975	23701	582
976	23731	558
977	23764	534
978	23806	510
979	23836	486
980	23866	462
981	23897	438
982	23924	413
983	23949	389
984	23976	365
985	24001	340
986	24025	316
987	24050	292
988	24073	267
989	24096	243
990	24121	219
991	24150	194
992	24180	170
993	24212	146
994	24245	121
995	24278	97
996	24314	73
997	24345	48
998	24372	24
999	24399	0
