iter	Passed	Remaining
274	8742	23048
275	8770	23005
276	8796	22958
277	8823	22916
278	8852	22876
279	8882	22839
280	8908	22794
281	8933	22744
282	8959	22699
283	8984	22650
284	9010	22605
285	9038	22564
286	9065	22522
287	9096	22489
288	9122	22443
289	9147	22394
290	9175	22354
291	9203	22314
292	9234	22282
293	9258	22232
294	9290	22202
295	9316	22158
296	9343	22116
297	9368	22069
298	9394	22024
299	9425	21993
300	9450	21945
301	9476	21902
302	9503	21861
303	9530	21820
304	9556	21775
305	9581	21729
306	9612	21697
307	9637	21652
308	9662	21606
309	9689	21566
310	9718	21530
311	9744	21488
312	9769	21442
313	9796	21403
314	9822	21360
315	9849	21319
316	9875	21277
317	9902	21236
318	9930	21200
319	9955	21155
320	9983	21117
321	10007	21071
322	10035	21035
323	10059	20988
324	10085	20945
325	10113	20910
326	10139	20868
327	10170	20837
328	10195	20793
329	10226	20761
330	10250	20717
331	10276	20676
332	10304	20639
333	10329	20598
334	10359	20565
335	10386	20526
336	10412	20485
337	10441	20450
338	10466	20408
339	10495	20374
340	10519	20330
341	10599	20393
342	10633	20368
343	10658	20325
344	10683	20283
345	10713	20251
346	10740	20211
347	10767	20173
348	10792	20131
349	10821	20097
350	10847	20056
351	10875	20020
352	10900	19978
353	10926	19938
354	10956	19906
355	10980	19863
356	11009	19829
357	11035	19789
358	11067	19761
359	11093	19720
360	11123	19690
361	11149	19649
362	11174	19608
363	11206	19581
364	11231	19538
365	11259	19503
366	11284	19463
367	11314	19430
368	11337	19388
369	11367	19355
370	11393	19316
371	11418	19276
372	11444	19238
373	11470	19199
374	11504	19174
375	11532	19139
376	11561	19106
377	11590	19072
378	11615	19031
379	11642	18996
380	11669	18959
381	11696	18922
382	11727	18892
383	11752	18852
384	11784	18823
385	11811	18788
386	11842	18757
387	11865	18715
388	11894	18683
389	11921	18646
390	11949	18612
391	11978	18579
392	12004	18540
393	12030	18504
394	12055	18464
395	12084	18431
396	12109	18393
397	12136	18357
398	12175	18339
399	12202	18303
400	12230	18269
401	12257	18233
402	12285	18200
403	12316	18170
404	12341	18131
405	12372	18102
406	12402	18070
407	12429	18034
408	12455	17997
409	12481	17960
410	12509	17927
411	12534	17889
412	12564	17858
413	12589	17819
414	12615	17783
415	12646	17753
416	12670	17714
417	12697	17678
418	12723	17643
419	12751	17609
420	12779	17575
421	12804	17537
422	12836	17510
423	12863	17475
424	12891	17441
425	12919	17407
426	12945	17372
427	12976	17342
428	13001	17304
429	13029	17272
430	13056	17236
431	13087	17208
432	13113	17171
433	13143	17140
434	13175	17113
435	13202	17078
436	13226	17040
437	13255	17008
438	13286	16978
439	13311	16941
440	13338	16907
441	13369	16877
442	13395	16842
443	13421	16807
444	13446	16769
445	13479	16743
446	13504	16706
447	13536	16678
448	13562	16643
449	13589	16609
450	13614	16572
451	13638	16535
452	13672	16509
453	13698	16473
454	13727	16442
455	13751	16405
456	13781	16375
457	13807	16339
458	13833	16305
459	13860	16270
460	13885	16234
461	13916	16206
462	13941	16169
463	13968	16136
464	13997	16105
465	14026	16072
466	14050	16036
467	14078	16003
468	14106	15971
469	14133	15937
470	14165	15909
471	14192	15875
472	14221	15844
473	14246	15809
474	14270	15773
475	14298	15740
476	14324	15705
477	14360	15682
478	14385	15647
479	14411	15612
480	14435	15576
481	14462	15542
482	14487	15507
483	14515	15475
484	14544	15444
485	14572	15411
486	14603	15383
487	14631	15351
488	14657	15317
489	14680	15279
490	14712	15251
491	14737	15216
492	14764	15183
493	14790	15149
494	14815	15115
495	14843	15082
496	14866	15045
497	14894	15013
498	14919	14979
499	14946	14946
500	14978	14918
501	15004	14884
502	15030	14851
503	15055	14816
504	15079	14781
505	15107	14749
506	15134	14716
507	15159	14682
508	15187	14650
509	15213	14616
510	15242	14585
511	15267	14551
512	15299	14523
513	15325	14490
514	15354	14459
515	15380	14426
516	15408	14395
517	15441	14368
518	15468	14335
519	15500	14308
520	15526	14274
521	15557	14246
522	15585	14214
523	15611	14181
524	15638	14148
525	15666	14117
526	15695	14087
527	15720	14053
528	15750	14023
529	15781	13994
530	15808	13962
531	15832	13927
532	15864	13900
533	15894	13870
534	15927	13843
535	15954	13811
536	15981	13778
537	16007	13745
538	16036	13715
539	16064	13684
540	16096	13656
541	16126	13626
542	16154	13595
543	16183	13565
544	16208	13531
545	16238	13502
546	16265	13470
547	16299	13444
548	16324	13410
549	16352	13378
550	16375	13344
551	16403	13313
552	16427	13278
553	16452	13245
554	16482	13215
555	16506	13181
556	16532	13148
557	16558	13116
558	16582	13081
559	16610	13051
560	16634	13016
561	16659	12984
562	16689	12954
563	16716	12922
564	16742	12890
565	16771	12860
566	16797	12827
567	16822	12794
568	16848	12762
569	16871	12727
570	16900	12697
571	16926	12665
572	16952	12632
573	16981	12602
574	17005	12569
575	17033	12538
576	17057	12504
577	17085	12474
578	17114	12443
579	17142	12413
580	17168	12381
581	17194	12349
582	17222	12318
583	17244	12283
584	17273	12254
585	17299	12221
586	17325	12189
587	17351	12157
588	17377	12126
589	17405	12095
590	17428	12061
591	17456	12030
592	17483	11999
593	17507	11966
594	17536	11936
595	17560	11903
596	17588	11872
597	17612	11840
598	17640	11809
599	17664	11776
600	17688	11743
601	17715	11712
602	17739	11679
603	17765	11647
604	17790	11615
605	17818	11584
606	17844	11553
607	17871	11522
608	17899	11491
609	17926	11461
610	17951	11429
611	17975	11396
612	18002	11365
613	18027	11333
614	18054	11302
615	18082	11272
616	18110	11241
617	18136	11210
618	18161	11178
619	18189	11148
620	18213	11115
621	18242	11086
622	18267	11054
623	18296	11024
624	18323	10993
625	18349	10962
626	18376	10932
627	18400	10899
628	18426	10868
629	18452	10837
630	18485	10809
631	18512	10779
632	18539	10748
633	18563	10716
634	18588	10684
635	18613	10653
636	18635	10619
637	18669	10593
638	18695	10562
639	18723	10532
640	18748	10500
641	18777	10471
642	18801	10438
643	18827	10407
644	18859	10379
645	18882	10347
646	18913	10319
647	18937	10287
648	18963	10256
649	18988	10224
650	19014	10193
651	19040	10162
652	19065	10131
653	19100	10104
654	19130	10076
655	19157	10046
656	19181	10014
657	19207	9983
658	19234	9953
659	19258	9921
660	19283	9889
661	19314	9861
662	19343	9832
663	19378	9805
664	19414	9780
665	19450	9754
666	19487	9729
667	19523	9703
668	19551	9673
669	19583	9645
670	19609	9615
671	19638	9585
672	19661	9553
673	19690	9524
674	19719	9494
675	19744	9463
676	19776	9435
677	19804	9405
678	19829	9374
679	19863	9347
680	19891	9317
681	19917	9287
682	19943	9256
683	19973	9227
684	20008	9201
685	20041	9173
686	20070	9144
687	20111	9120
688	20141	9091
689	20181	9066
690	20212	9038
691	20249	9012
692	20276	8982
693	20304	8952
694	20337	8925
695	20367	8896
696	20397	8867
697	20420	8835
698	20449	8805
699	20482	8778
700	20510	8748
701	20537	8718
702	20568	8689
703	20597	8660
704	20627	8631
705	20656	8601
706	20688	8574
707	20712	8542
708	20739	8512
709	20767	8482
710	20799	8454
711	20835	8427
712	20872	8401
713	20915	8377
714	20945	8348
715	20972	8318
716	20998	8287
717	21030	8260
718	21067	8233
719	21104	8207
720	21144	8182
721	21174	8153
722	21203	8123
723	21231	8093
724	21268	8067
725	21295	8037
726	21322	8007
727	21351	7977
728	21378	7947
729	21408	7918
730	21435	7888
731	21459	7856
732	21492	7828
733	21517	7798
734	21542	7767
735	21576	7739
736	21604	7709
737	21638	7681
738	21663	7651
739	21689	7620
740	21715	7590
741	21742	7560
742	21767	7529
743	21795	7499
744	21822	7469
745	21851	7440
746	21880	7410
747	21913	7382
748	21945	7354
749	21975	7325
750	22012	7298
751	22048	7271
752	22085	7244
753	22123	7217
754	22153	7188
755	22187	7160
756	22229	7135
757	22264	7108
758	22295	7079
759	22319	7048
760	22350	7019
761	22377	6989
762	22406	6959
763	22440	6931
764	22477	6904
765	22508	6875
766	22536	6846
767	22564	6816
768	22596	6787
769	22632	6760
770	22666	6732
771	22701	6704
772	22733	6676
773	22802	6658
774	22835	6629
775	22864	6600
776	22899	6572
777	22935	6544
778	22961	6514
779	22988	6483
780	23021	6455
781	23061	6428
782	23095	6400
783	23142	6376
784	23170	6346
785	23199	6316
786	23230	6287
787	23259	6257
788	23284	6226
789	23311	6196
790	23337	6166
791	23361	6135
792	23395	6106
793	23421	6076
794	23449	6046
795	23474	6015
796	23498	5985
797	23526	5955
798	23549	5924
799	23578	5894
800	23609	5865
801	23637	5835
802	23671	5807
803	23705	5778
804	23743	5751
805	23774	5722
806	23811	5694
807	23850	5667
808	23887	5639
809	23928	5612
810	23962	5584
811	24011	5559
812	24048	5531
813	24086	5503
814	24117	5474
815	24152	5446
816	24178	5415
817	24213	5387
818	24240	5357
819	24271	5327
820	24302	5298
821	24330	5268
822	24358	5238
823	24393	5210
824	24423	5180
825	24453	5151
826	24481	5121
827	24517	5092
828	24548	5063
829	24572	5032
830	24602	5003
831	24626	4972
832	24653	4942
833	24681	4912
834	24705	4881
835	24739	4853
836	24765	4822
837	24793	4792
838	24817	4762
839	24841	4731
840	24865	4701
841	24889	4670
842	24915	4640
843	24942	4610
844	24973	4580
845	24998	4550
846	25026	4520
847	25052	4490
848	25075	4459
849	25103	4430
850	25126	4399
851	25208	4378
852	25243	4350
853	25276	4321
854	25312	4292
855	25349	4264
856	25390	4236
857	25434	4209
858	25465	4180
859	25503	4151
860	25538	4122
861	25579	4095
862	25619	4067
863	25658	4038
864	25694	4010
865	25733	3981
866	25777	3954
867	25808	3924
868	25843	3895
869	25870	3865
870	25900	3836
871	25924	3805
872	25956	3776
873	25988	3746
874	26022	3717
875	26106	3695
876	26166	3669
877	26205	3641
878	26247	3613
879	26285	3584
880	26316	3554
881	26350	3525
882	26382	3495
883	26409	3465
884	26444	3436
885	26472	3406
886	26504	3376
887	26532	3346
888	26570	3317
889	26605	3288
890	26643	3259
891	26683	3230
892	26724	3202
893	26776	3174
894	26814	3145
895	26860	3117
896	26903	3089
897	26931	3059
898	26962	3029
899	26986	2998
900	27020	2968
901	27044	2938
902	27072	2908
903	27097	2877
904	27123	2847
905	27153	2817
906	27179	2786
907	27208	2756
908	27249	2727
909	27289	2699
910	27328	2669
911	27370	2641
912	27409	2611
913	27444	2582
914	27483	2553
915	27510	2522
916	27544	2493
917	27570	2462
918	27600	2432
919	27626	2402
920	27650	2371
921	27679	2341
922	27705	2311
923	27738	2281
924	27762	2251
925	27793	2221
926	27817	2190
927	27842	2160
928	27864	2129
929	27887	2099
930	27912	2068
931	27936	2038
932	27963	2008
933	27989	1977
934	28017	1947
935	28041	1917
936	28067	1887
937	28093	1856
938	28116	1826
939	28142	1796
940	28167	1766
941	28190	1735
942	28215	1705
943	28237	1675
944	28261	1644
945	28285	1614
946	28309	1584
947	28334	1554
948	28357	1523
949	28382	1493
950	28406	1463
951	28430	1433
952	28454	1403
953	28477	1373
954	28502	1343
955	28523	1312
956	28546	1282
957	28570	1252
958	28593	1222
959	28618	1192
960	28639	1162
961	28663	1132
962	28687	1102
963	28710	1072
964	28737	1042
965	28763	1012
966	28789	982
967	28813	952
968	28836	922
969	28862	892
970	28887	862
971	28908	832
972	28933	802
973	28956	772
974	28981	743
975	29005	713
976	29028	683
977	29051	653
978	29074	623
979	29100	593
980	29123	564
981	29148	534
982	29174	504
983	29197	474
984	29220	444
985	29243	415
986	29268	385
987	29291	355
988	29316	326
989	29342	296
990	29368	266
991	29390	237
992	29414	207
993	29437	177
994	29460	148
995	29485	118
996	29509	88
997	29533	59
998	29558	29
999	29582	0
